time_utc,open,high,low,close,tick_volume,spread,real_volume
2025-06-19T00:00:00Z,1.14736,1.14883,1.14706,1.14806,5355,10,0
2025-06-19T04:00:00Z,1.14805,1.14816,1.14503,1.14688,7984,10,0
2025-06-19T08:00:00Z,1.14688,1.14788,1.14459,1.14762,11235,10,0
2025-06-19T12:00:00Z,1.14761,1.14869,1.14672,1.1477,9821,10,0
2025-06-19T16:00:00Z,1.1476899999999999,1.14841,1.14541,1.14562,8124,10,0
2025-06-19T20:00:00Z,1.14561,1.14995,1.14551,1.14958,3205,10,0
2025-06-20T00:00:00Z,1.14903,1.15234,1.14899,1.15222,5198,10,0
2025-06-20T04:00:00Z,1.15222,1.15319,1.15106,1.15265,7434,10,0
2025-06-20T08:00:00Z,1.15265,1.15292,1.15095,1.1522000000000001,10032,10,0
2025-06-20T12:00:00Z,1.15219,1.15345,1.15054,1.15124,9980,10,0
2025-06-20T16:00:00Z,1.15125,1.15368,1.14947,1.15355,12152,10,0
2025-06-20T20:00:00Z,1.15355,1.15435,1.15135,1.15204,5049,10,0
2025-06-23T00:00:00Z,1.14561,1.15069,1.14542,1.14886,7809,10,0
2025-06-23T04:00:00Z,1.1488800000000001,1.15063,1.14719,1.149,8678,10,0
2025-06-23T08:00:00Z,1.14901,1.15206,1.14798,1.14813,12268,10,0
2025-06-23T12:00:00Z,1.14813,1.14826,1.14531,1.1467100000000001,12633,10,0
2025-06-23T16:00:00Z,1.1467100000000001,1.1557,1.14644,1.15442,16614,10,0
2025-06-23T20:00:00Z,1.15443,1.15812,1.15402,1.1577,8776,10,0
2025-06-24T00:00:00Z,1.15774,1.16084,1.15721,1.15988,7450,10,0
2025-06-24T04:00:00Z,1.15988,1.16137,1.15862,1.16058,7589,10,0
2025-06-24T08:00:00Z,1.16058,1.16218,1.15797,1.15921,13013,10,0
2025-06-24T12:00:00Z,1.15921,1.16177,1.15915,1.16003,10756,10,0
2025-06-24T16:00:00Z,1.16001,1.16413,1.15818,1.16236,14637,10,0
2025-06-24T20:00:00Z,1.16236,1.16315,1.16069,1.16073,5372,10,0
2025-06-25T00:00:00Z,1.1605699999999999,1.16262,1.16038,1.16246,3835,10,0
2025-06-25T04:00:00Z,1.16246,1.16311,1.1610800000000001,1.16133,6263,10,0
2025-06-25T08:00:00Z,1.16133,1.16222,1.15896,1.16096,8793,10,0
2025-06-25T12:00:00Z,1.16095,1.16129,1.1589800000000001,1.15923,8747,10,0
2025-06-25T16:00:00Z,1.15923,1.16353,1.1589800000000001,1.16304,10104,10,0
2025-06-25T20:00:00Z,1.16304,1.16646,1.16266,1.16585,5427,10,0
2025-06-26T00:00:00Z,1.16545,1.16886,1.16527,1.16817,4291,10,0
2025-06-26T04:00:00Z,1.16818,1.17168,1.16671,1.16794,6633,10,0
2025-06-26T08:00:00Z,1.16794,1.17444,1.16715,1.17272,11937,10,0
2025-06-26T12:00:00Z,1.1727,1.17304,1.16895,1.17064,12108,10,0
2025-06-26T16:00:00Z,1.1707,1.17398,1.16899,1.17289,14066,10,0
2025-06-26T20:00:00Z,1.1729,1.17317,1.16937,1.17004,5878,10,0
2025-06-27T00:00:00Z,1.16987,1.16994,1.16805,1.16916,4707,10,0
2025-06-27T04:00:00Z,1.16914,1.1709,1.16845,1.16845,6525,10,0
2025-06-27T08:00:00Z,1.16851,1.17264,1.16831,1.1709,8795,10,0
2025-06-27T12:00:00Z,1.1709,1.1749,1.17009,1.17465,10043,10,0
2025-06-27T16:00:00Z,1.17466,1.17532,1.17051,1.17217,12509,10,0
2025-06-27T20:00:00Z,1.17217,1.17235,1.1687400000000001,1.17146,7906,10,0
2025-06-30T00:00:00Z,1.17285,1.17383,1.17154,1.17175,4595,10,0
2025-06-30T04:00:00Z,1.17175,1.17341,1.17113,1.17298,5934,10,0
2025-06-30T08:00:00Z,1.17296,1.17504,1.17131,1.17291,10814,10,0
2025-06-30T12:00:00Z,1.17292,1.17323,1.17073,1.1712799999999999,8732,10,0
2025-06-30T16:00:00Z,1.1712799999999999,1.17712,1.17103,1.1762299999999999,12857,10,0
2025-06-30T20:00:00Z,1.17622,1.17869,1.17601,1.17864,5926,10,0
2025-07-01T00:00:00Z,1.1781,1.17975,1.17728,1.17971,4130,10,0
2025-07-01T04:00:00Z,1.17971,1.18071,1.17775,1.1785700000000001,5412,10,0
2025-07-01T08:00:00Z,1.1785700000000001,1.18169,1.1767,1.18042,9294,10,0
2025-07-01T12:00:00Z,1.18039,1.18292,1.17964,1.18032,10502,10,0
2025-07-01T16:00:00Z,1.18033,1.18114,1.17609,1.17648,13552,10,0
2025-07-01T20:00:00Z,1.1764999999999999,1.18063,1.1764999999999999,1.18041,5415,10,0
2025-07-02T00:00:00Z,1.18002,1.18076,1.1798,1.18073,3266,10,0
2025-07-02T04:00:00Z,1.18071,1.18094,1.17878,1.17958,4904,10,0
2025-07-02T08:00:00Z,1.17957,1.17978,1.17696,1.17752,8579,10,0
2025-07-02T12:00:00Z,1.17752,1.17879,1.17465,1.17561,11699,10,0
2025-07-02T16:00:00Z,1.17559,1.17935,1.17506,1.1788,12924,10,0
2025-07-02T20:00:00Z,1.1788,1.18027,1.17879,1.1797900000000001,4856,10,0
2025-07-03T00:00:00Z,1.17946,1.18083,1.17872,1.18061,3554,10,0
2025-07-03T04:00:00Z,1.18061,1.18095,1.17868,1.17889,4178,10,0
2025-07-03T08:00:00Z,1.17889,1.18095,1.17864,1.17975,7548,10,0
2025-07-03T12:00:00Z,1.17977,1.17997,1.1717,1.1738,10901,10,0
2025-07-03T16:00:00Z,1.17378,1.1789399999999999,1.17334,1.1752,13326,10,0
2025-07-03T20:00:00Z,1.17519,1.17591,1.17439,1.1756,2913,10,0
2025-07-04T00:00:00Z,1.17577,1.17709,1.17515,1.17664,3356,10,0
2025-07-04T04:00:00Z,1.17664,1.17797,1.17556,1.1779600000000001,4767,10,0
2025-07-04T08:00:00Z,1.1779600000000001,1.1785,1.17671,1.1774,8116,10,0
2025-07-04T12:00:00Z,1.1773500000000001,1.17817,1.17634,1.17661,7731,10,0
2025-07-04T16:00:00Z,1.17661,1.1787,1.17659,1.1774,5895,10,0
2025-07-04T20:00:00Z,1.1774,1.17818,1.17715,1.17733,9583,10,0
2025-07-07T00:00:00Z,1.17811,1.17898,1.1773,1.17794,3514,10,0
2025-07-07T04:00:00Z,1.17793,1.17802,1.17637,1.17656,5523,10,0
2025-07-07T08:00:00Z,1.17656,1.17734,1.17229,1.17238,9130,10,0
2025-07-07T12:00:00Z,1.17239,1.17356,1.17177,1.1722,9032,10,0
2025-07-07T16:00:00Z,1.17219,1.17449,1.1687,1.16934,10703,10,0
2025-07-07T20:00:00Z,1.16937,1.17235,1.16865,1.1707,7075,10,0
2025-07-08T00:00:00Z,1.17071,1.17475,1.17064,1.17429,4336,10,0
2025-07-08T04:00:00Z,1.17429,1.17494,1.17303,1.17409,6343,10,0
2025-07-08T08:00:00Z,1.17409,1.17647,1.17313,1.17484,9093,10,0
2025-07-08T12:00:00Z,1.17484,1.1750099999999999,1.17135,1.17205,8761,10,0
2025-07-08T16:00:00Z,1.17205,1.17217,1.16822,1.17083,11607,10,0
2025-07-08T20:00:00Z,1.17083,1.17293,1.1707,1.1724,5919,10,0
