time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pdh,pdl,pdc,sweep_prev_high,sweep_prev_low
2025-12-03T11:00:00+0700,1.16365,1.16432,1.16349,1.16422,2481,0.0008300000000001084,0.0020157142857142795,0.0008300000000001084,0.0005699999999999594,9.999999999998899e-05,0.00016000000000016001,0.8795180722891857,0,0,,0,0,0,0,1.1610480217255743,1.1590681447966253,1.1623,1.1590799999999999,1.16068,0,0
2025-12-03T15:00:00+0700,1.16422,1.16523,1.16353,1.16451,6608,0.0017000000000000348,0.0019485714285714265,0.0017000000000000348,0.00028999999999990145,0.0007200000000000539,0.0006900000000000794,0.5764705882352711,0,0,,0,0,0,0,1.1613777339421865,1.1592815508830323,1.1623,1.1590799999999999,1.16068,0,0
2025-12-03T19:00:00+0700,1.16451,1.16748,1.16444,1.16659,7136,0.0030400000000001537,0.002049285714285722,0.0030400000000001537,0.002080000000000082,0.0008900000000000574,7.00000000000145e-05,0.7072368421052591,0,0,BOS_UP,1,0,0,0,1.1618741402334067,1.1595681567307565,1.1623,1.1590799999999999,1.16068,0,0
2025-12-03T23:00:00+0700,1.16658,1.16703,1.16541,1.16681,10077,0.0016199999999999548,0.0019285714285714381,0.0016199999999999548,0.00022999999999995246,0.000220000000000109,0.0011699999999998933,0.8641975308641264,0,0,BOS_UP,1,0,0,0,1.1623442221159395,1.1598521505844523,1.1623,1.1590799999999999,1.16068,0,0
2025-12-04T03:00:00+0700,1.16683,1.16771,1.16638,1.16698,3747,0.0013300000000000534,0.0017878571428571663,0.0013300000000000534,0.00014999999999987246,0.0007300000000001194,0.00045000000000006146,0.4511278195488044,1,0,,0,0,0,0,1.1627857247715643,1.1601316740909444,1.16748,1.16052,1.16681,1,0
2025-12-04T07:00:00+0700,1.16645,1.16726,1.16585,1.16628,3127,0.0014099999999999113,0.0016942857142857276,0.0014099999999999113,0.00017000000000000348,0.0008099999999999774,0.00042999999999993044,0.30496453900706205,0,0,,0,0,0,0,1.1631185128885582,1.1603727849109073,1.16748,1.16052,1.16681,0,0
2025-12-04T11:00:00+0700,1.16628,1.16635,1.16528,1.16592,3642,0.0010699999999999044,0.0016507142857142831,0.0010699999999999044,0.00035999999999991594,7.00000000000145e-05,0.0006399999999999739,0.5981308411215244,0,0,,0,0,0,0,1.163385321184886,1.1605903227575385,1.16748,1.16052,1.16681,0,0
2025-12-04T15:00:00+0700,1.16593,1.16815,1.16525,1.16772,6139,0.0029000000000001247,0.001805000000000009,0.0029000000000001247,0.0017900000000001803,0.00042999999999993044,0.0006800000000000139,0.8517241379310648,1,0,,0,0,0,0,1.1637981477387063,1.1608699179435173,1.16748,1.16052,1.16681,0,0
2025-12-04T19:00:00+0700,1.16772,1.16804,1.1651799999999999,1.16644,7364,0.0028600000000000847,0.001959285714285735,0.0028600000000000847,0.0012800000000001699,0.00031999999999987594,0.0012600000000000389,0.44055944055944113,0,0,,0,0,0,0,1.1640497527159723,1.1610883525339677,1.16748,1.16052,1.16681,1,0
2025-12-04T23:00:00+0700,1.16644,1.16764,1.16526,1.16557,8494,0.0023800000000000487,0.002032142857142895,0.0023800000000000487,0.0008699999999999264,0.0012000000000000899,0.00031000000000003247,0.1302521008403471,0,0,,0,0,0,0,1.1641945381715941,1.1612641034149886,1.16748,1.16052,1.16681,1,0
