time_th,open,high,low,close,tick_volume,tr,atr14,range,body,upper_wick,lower_wick,close_pos,swing_high,swing_low,structure_event,bos_up,bos_dn,choch_up,choch_dn,ema20,ema50,pwh,pwl,pwc,sweep_prev_high,sweep_prev_low
2023-11-03T07:00:00+0700,1.06185,1.07463,1.06118,1.07282,43142,0.013449999999999962,0.013449999999999962,0.013449999999999962,0.010970000000000146,0.0018099999999998673,0.0006699999999999484,0.8654275092936898,0,0,,0,0,0,0,1.07282,1.07282,,,,0,0
2023-11-06T07:00:00+0700,1.07207,1.07558,1.07138,1.07147,33705,0.0041999999999999815,0.008824999999999972,0.0041999999999999815,0.000600000000000156,0.003509999999999902,8.999999999992347e-05,0.0214285714285533,0,0,,0,0,0,0,1.0726914285714286,1.0727670588235294,,,,0,0
2023-11-07T07:00:00+0700,1.07134,1.07225,1.06637,1.06971,38867,0.005879999999999885,0.007843333333333277,0.005879999999999885,0.0016300000000000203,0.0009099999999999664,0.0033399999999998986,0.5680272108843476,0,0,,0,0,0,0,1.0724074829931973,1.0726471741637833,1.07558,1.06118,1.07147,0,0
2023-11-08T07:00:00+0700,1.06953,1.07156,1.06588,1.07063,38157,0.005680000000000129,0.0073024999999999896,0.005680000000000129,0.0010999999999998789,0.0009300000000000974,0.003650000000000153,0.8362676056337894,0,0,,0,0,0,0,1.072238198898607,1.0725680692946153,1.07558,1.06118,1.07147,0,0
2023-11-09T07:00:00+0700,1.07035,1.0725,1.06597,1.0667200000000001,42677,0.006529999999999925,0.007147999999999976,0.006529999999999925,0.0036299999999998,0.0021500000000000963,0.0007500000000000284,0.11485451761103171,1,0,,0,0,0,0,1.0717126561463586,1.072338733243846,1.07558,1.06118,1.07147,0,0
2023-11-10T07:00:00+0700,1.06661,1.06923,1.06557,1.06814,37385,0.0036599999999999966,0.006566666666666647,0.0036599999999999966,0.0015300000000000313,0.0010899999999998133,0.001040000000000152,0.7021857923497775,0,1,,0,0,0,0,1.0713724031800387,1.072174077038205,1.07558,1.06118,1.07147,0,0
2023-11-13T07:00:00+0700,1.06802,1.07057,1.06646,1.06958,32960,0.004110000000000058,0.006215714285714277,0.004110000000000058,0.0015600000000000058,0.0009900000000000464,0.0015600000000000058,0.759124087591233,0,0,,0,0,0,0,1.071201698115273,1.072072348526903,1.07558,1.06118,1.07147,0,0
2023-11-14T07:00:00+0700,1.06945,1.0887,1.06897,1.08761,41100,0.019730000000000025,0.007904999999999995,0.019730000000000025,0.018159999999999954,0.0010900000000000354,0.00048000000000003595,0.9447541814495675,0,0,BOS_UP,1,0,0,0,1.072764393532866,1.0726816681925146,1.0725,1.06557,1.06958,0,0
2023-11-15T07:00:00+0700,1.08749,1.08854,1.08312,1.08443,41392,0.00541999999999998,0.007628888888888883,0.00541999999999998,0.0030600000000000627,0.0010499999999999954,0.0013099999999999223,0.24169741697415628,0,0,BOS_UP,1,0,0,0,1.073875403672593,1.0731423870869259,1.0725,1.06557,1.06958,0,0
2023-11-16T07:00:00+0700,1.08442,1.08952,1.08297,1.08494,39707,0.006550000000000056,0.007521,0.006550000000000056,0.000520000000000076,0.0045800000000000285,0.0014499999999999513,0.30076335877862753,0,0,BOS_UP,1,0,0,0,1.0749291747513938,1.0736050385737133,1.0725,1.06557,1.06958,0,0
2023-11-17T07:00:00+0700,1.08489,1.09132,1.08244,1.09102,39882,0.008879999999999999,0.007644545454545454,0.008879999999999999,0.006130000000000191,0.00029999999999996696,0.002449999999999841,0.9662162162162199,0,1,BOS_UP,1,0,0,0,1.0764616342988802,1.0742879782374892,1.0725,1.06557,1.06958,0,0
2023-11-20T07:00:00+0700,1.09073,1.09515,1.08971,1.09375,39575,0.005440000000000111,0.007460833333333343,0.005440000000000111,0.0030200000000000227,0.0014000000000000679,0.0010200000000000209,0.7426470588235222,0,0,BOS_UP,1,0,0,0,1.0781081453180346,1.0750511947771957,1.0725,1.06557,1.06958,0,0
2023-11-21T07:00:00+0700,1.09376,1.09647,1.08997,1.09082,42715,0.00649999999999995,0.007386923076923082,0.00649999999999995,0.0029400000000001647,0.00270999999999999,0.0008499999999997954,0.1307692307692003,1,0,,0,0,0,0,1.0793187981448884,1.075669579295737,1.09515,1.06897,1.09375,1,0
2023-11-22T07:00:00+0700,1.09056,1.09223,1.0852,1.08857,41871,0.007030000000000092,0.007361428571428582,0.007030000000000092,0.0019899999999999363,0.0016700000000000603,0.003370000000000095,0.4793741109530656,0,1,,0,0,0,0,1.0801998649882323,1.0761754781468844,1.09515,1.06897,1.09375,0,0
2023-11-23T07:00:00+0700,1.08849,1.09302,1.0882,1.08998,25328,0.0048200000000000465,0.006745000000000017,0.0048200000000000465,0.0014899999999999913,0.0030400000000001537,0.00028999999999990145,0.36929460580910284,0,0,,0,0,0,0,1.0811313064179244,1.0767168319450457,1.09515,1.06897,1.09375,0,0
2023-11-24T07:00:00+0700,1.08995,1.09481,1.08946,1.09306,31074,0.005349999999999966,0.006827142857142873,0.005349999999999966,0.003109999999999946,0.0017500000000001403,0.0004899999999998794,0.6728971962616539,0,0,,0,0,0,0,1.0822673724733602,1.0773577404962205,1.09515,1.06897,1.09375,0,0
2023-11-27T07:00:00+0700,1.09418,1.09587,1.09247,1.0951,38059,0.0033999999999998476,0.006650000000000013,0.0033999999999998476,0.0009200000000000319,0.0007699999999999374,0.0017099999999998783,0.7735294117647141,0,0,,0,0,0,0,1.0834895274758973,1.0780535153787216,1.09515,1.06897,1.09375,1,0
2023-11-28T07:00:00+0700,1.09507,1.10084,1.0934,1.09901,44408,0.007440000000000113,0.006775714285714297,0.007440000000000113,0.003940000000000055,0.0018299999999999983,0.0016700000000000603,0.7540322580645201,0,0,BOS_UP,1,0,0,0,1.084967667716288,1.0788753383050464,1.09647,1.0852,1.0951,0,0
